Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,WHH,WHD,WHA
07/12/12,Espanol,Sevilla,D,2.8,3.3,2.5,2.8,3.3,2.5
08/12/12,Malaga,Granada,H,1.44,4.33,7,1.5,4,7
08/12/12,Osasuna,Valencia,A,2.63,3.3,2.63,2.7,3.1,2.7
08/12/12,Sociedad,Getafe,D,1.91,3.3,4.2,1.95,3.3,4
08/12/12,Valladolid,Real Madrid,A,10,6,1.25,9,5.5,1.3
09/12/12,Ath Bilbao,Celta,H,1.83,3.75,4,1.91,3.4,4
09/12/12,Ath Madrid,La Coruna,H,1.29,5.5,10,1.29,5.5,10
09/12/12,Betis,Barcelona,A,9,5.5,1.3,9,5,1.33
09/12/12,Levante,Mallorca,H,2,3.2,4,2.1,3.2,3.6
10/12/12,Vallecano,Zaragoza,A,2.25,3.3,3.2,2.25,3.2,3.2
15/12/12,Getafe,Osasuna,D,1.95,3.3,4,1.95,3.4,3.9
15/12/12,Granada,Sociedad,D,2.4,3.3,2.88,2.5,3.3,2.75
15/12/12,Mallorca,Ath Bilbao,A,2.4,3.4,2.8,2.45,3.3,2.8
15/12/12,Sevilla,Malaga,A,2.1,3.3,3.5,2.1,3.3,3.5
16/12/12,Barcelona,Ath Madrid,H,1.25,6,10,1.3,5.5,8.5
16/12/12,Real Madrid,Espanol,D,1.1,10,17,1.1,10,17
16/12/12,Valencia,Vallecano,A,1.44,4.33,7,1.44,4.5,7
16/12/12,Zaragoza,Levante,A,2,3.4,3.75,2.05,3.25,3.75
17/12/12,Celta,Betis,A,2.05,3.4,3.5,2.05,3.4,3.5
17/12/12,La Coruna,Valladolid,D,2.2,3.3,3.25,2.3,3.3,3.1
20/12/12,Espanol,La Coruna,H,1.8,3.6,4.33,1.83,3.6,4.2
20/12/12,Sociedad,Sevilla,H,2.38,3.4,2.88,2.38,3.4,2.9
20/12/12,Vallecano,Levante,H,2.25,3.25,3.25,2.25,3.4,3.1
21/12/12,Ath Madrid,Celta,H,1.29,5.5,10,1.29,5,11
21/12/12,Valencia,Getafe,H,1.67,3.75,5,1.67,3.75,5
22/12/12,Ath Bilbao,Zaragoza,A,1.83,3.5,4.2,1.83,3.5,4.33
22/12/12,Betis,Mallorca,A,1.7,3.6,5,1.8,3.5,4.5
22/12/12,Malaga,Real Madrid,H,5.5,4.1,1.57,5.5,3.75,1.62
22/12/12,Osasuna,Granada,A,1.95,3.3,4,2,3.2,4
22/12/12,Valladolid,Barcelona,A,13,6,1.22,12,5.5,1.25
04/01/13,Zaragoza,Betis,A,2.2,3.4,3.2,2.25,3.2,3.3
05/01/13,Granada,Valencia,A,3.25,3.2,2.25,3.25,3,2.38
05/01/13,La Coruna,Malaga,H,3,3.4,2.3,3.1,3.1,2.4
05/01/13,Levante,Ath Bilbao,H,2.25,3.3,3.2,2.3,3.3,3.1
05/01/13,Sevilla,Osasuna,H,1.53,4.1,6,1.57,3.75,6
06/01/13,Barcelona,Espanol,H,1.1,10,21,1.11,9,21
06/01/13,Celta,Valladolid,H,1.95,3.3,4,2,3.4,3.8
06/01/13,Mallorca,Ath Madrid,D,3.4,3.4,2.1,3.3,3.3,2.2
06/01/13,Real Madrid,Sociedad,H,1.18,7,13,1.2,6.5,12
07/01/13,Vallecano,Getafe,H,2.2,3.3,3.3,2.3,3.1,3.3
11/01/13,Ath Bilbao,Vallecano,A,1.91,3.5,4,1.95,3.6,3.75
12/01/13,Espanol,Celta,H,2.25,3.2,3.3,2.3,3.1,3.3
12/01/13,Osasuna,Real Madrid,D,7,4.33,1.44,6,4,1.53
12/01/13,Valencia,Sevilla,H,2.1,3.4,3.4,2.1,3.3,3.5
12/01/13,Valladolid,Mallorca,H,2,3.4,3.75,2.1,3.2,3.6
13/01/13,Ath Madrid,Zaragoza,H,1.29,5.5,10,1.36,4.5,9
13/01/13,Betis,Levante,H,1.91,3.5,4,2,3.3,3.8
13/01/13,Malaga,Barcelona,A,7,4.75,1.4,7.5,4.2,1.44
13/01/13,Sociedad,La Coruna,D,1.75,3.5,4.75,1.85,3.3,4.5
14/01/13,Getafe,Granada,D,1.83,3.5,4.33,1.95,3.2,4.2
18/01/13,Espanol,Mallorca,H,2,3.4,3.75,1.91,3.4,4
19/01/13,Getafe,Sevilla,D,2.7,3.25,2.6,2.7,3.1,2.7
19/01/13,Granada,Vallecano,H,2.15,3.3,3.4,2.25,3.1,3.4
19/01/13,Malaga,Celta,D,1.62,3.75,5.5,1.67,3.5,5.5
19/01/13,Sociedad,Barcelona,H,10,5.5,1.29,11,5,1.3
20/01/13,Ath Madrid,Levante,H,1.3,5.5,9,1.33,4.5,11
20/01/13,Osasuna,La Coruna,H,2,3.4,3.75,2.1,3.2,3.6
20/01/13,Valencia,Real Madrid,A,4.5,3.75,1.75,4.33,3.5,1.83
20/01/13,Valladolid,Zaragoza,H,2,3.4,3.75,2.1,3.2,3.6
21/01/13,Betis,Ath Bilbao,D,1.91,3.5,4,1.95,3.3,4
26/01/13,Celta,Sociedad,D,2.2,3.4,3.2,2.25,3.2,3.3
26/01/13,La Coruna,Valencia,A,2.88,3.2,2.5,3,3,2.5
26/01/13,Levante,Valladolid,H,2,3.4,3.75,2,3.3,3.8
26/01/13,Zaragoza,Espanol,D,2.05,3.4,3.5,2.2,3.2,3.4
27/01/13,Ath Bilbao,Ath Madrid,H,3,3.25,2.38,3,3,2.5
27/01/13,Barcelona,Osasuna,H,1.07,11,29,1.1,9,21
27/01/13,Mallorca,Malaga,A,3,3.2,2.4,3,3,2.5
27/01/13,Real Madrid,Getafe,H,1.14,7.5,17,1.17,7,15
27/01/13,Vallecano,Betis,H,2.25,3.3,3.2,2.3,3.2,3.2
28/01/13,Sevilla,Granada,H,1.4,4.4,8,1.44,4,8
01/02/13,Valladolid,Ath Bilbao,D,2.5,3.25,2.8,2.35,3.25,3
02/02/13,Espanol,Levante,H,2.1,3.2,3.6,2.05,3.4,3.5
02/02/13,Getafe,La Coruna,H,2.05,3.25,3.75,1.95,3.4,4
02/02/13,Granada,Real Madrid,H,9,5,1.33,9,5,1.33
02/02/13,Osasuna,Celta,H,2,3.3,3.75,2.1,3.2,3.6
03/02/13,Ath Madrid,Betis,H,1.44,4.33,7,1.4,4.5,7.5
03/02/13,Malaga,Zaragoza,D,1.53,4,6,1.53,4,6
03/02/13,Sevilla,Vallecano,H,1.5,4.33,6,1.5,4.33,6.5
03/02/13,Sociedad,Mallorca,H,1.7,3.75,4.75,1.75,3.5,4.75
03/02/13,Valencia,Barcelona,D,7,4.33,1.44,7,4.33,1.44
09/02/13,Celta,Valencia,A,2.63,3.3,2.63,2.8,3.1,2.62
09/02/13,La Coruna,Granada,A,2,3.3,3.8,2.1,3.2,3.6
09/02/13,Levante,Malaga,A,2.5,3.25,2.8,2.62,3.1,2.8
09/02/13,Mallorca,Osasuna,D,2.1,3.3,3.5,2.2,3.3,3.3
09/02/13,Real Madrid,Sevilla,H,1.36,5,7.5,1.4,4.5,8
10/02/13,Ath Bilbao,Espanol,A,1.73,3.6,4.75,1.8,3.25,5
10/02/13,Barcelona,Getafe,H,1.09,10,21,1.12,8,21
10/02/13,Vallecano,Ath Madrid,H,3.5,3.3,2.1,3.3,3.2,2.2
10/02/13,Zaragoza,Sociedad,A,2.4,3.3,2.88,2.5,3.2,2.8
11/02/13,Betis,Valladolid,D,1.83,3.5,4.33,1.91,3.2,4.33
15/02/13,Sevilla,La Coruna,H,1.36,4.75,8,1.36,4.8,8.5
16/02/13,Getafe,Celta,H,2.1,3.3,3.5,2.2,3.3,3.3
16/02/13,Granada,Barcelona,A,10,6,1.25,12,5,1.29
16/02/13,Malaga,Ath Bilbao,H,1.8,3.75,4.2,1.91,3.5,4
16/02/13,Osasuna,Zaragoza,H,1.91,3.3,4.2,2,3.2,4
17/02/13,Espanol,Betis,H,2,3.3,3.8,2.1,3.2,3.6
17/02/13,Real Madrid,Vallecano,H,1.18,7.5,12,1.22,5.5,15
17/02/13,Sociedad,Levante,D,1.67,3.8,5,1.7,3.4,5.5
17/02/13,Valencia,Mallorca,H,1.4,4.75,7.5,1.4,4.5,8
17/02/13,Valladolid,Ath Madrid,A,3.75,3.4,2,3.4,3.4,2.1
22/02/13,Ath Bilbao,Sociedad,A,2.25,3.4,3.1,2.15,3.4,3.25
23/02/13,Barcelona,Sevilla,H,1.18,7,13,1.2,6,15
23/02/13,La Coruna,Real Madrid,A,8.5,5,1.33,9,4.5,1.36
23/02/13,Mallorca,Getafe,A,2.2,3.2,3.4,2.25,3.2,3.2
23/02/13,Zaragoza,Valencia,D,3.2,3.2,2.3,3.1,3.1,2.4
24/02/13,Ath Madrid,Espanol,H,1.36,4.75,8,1.4,4.2,9
24/02/13,Betis,Malaga,H,2.5,3.25,2.8,2.6,3.1,2.8
24/02/13,Celta,Granada,H,1.83,3.4,4.5,1.91,3.2,4.33
24/02/13,Vallecano,Valladolid,A,1.75,3.5,4.75,1.8,3.2,5
25/02/13,Levante,Osasuna,A,1.91,3.4,4,2.05,3.1,4
01/03/13,Getafe,Zaragoza,H,1.91,3.4,4,1.91,3.4,4
02/03/13,La Coruna,Vallecano,D,2.3,3.3,3.1,2.4,3.1,3.1
02/03/13,Osasuna,Ath Bilbao,A,2.3,3.25,3.1,2.4,3.1,3.1
02/03/13,Real Madrid,Barcelona,H,2.88,3.6,2.3,3,3.2,2.4
02/03/13,Valencia,Levante,D,1.5,4.2,6.5,1.57,3.8,6
03/03/13,Espanol,Valladolid,D,1.83,3.4,4.5,1.85,3.3,4.5
03/03/13,Granada,Mallorca,A,2.05,3.25,3.75,2.05,3.2,3.8
03/03/13,Malaga,Ath Madrid,D,2.8,3.3,2.5,2.8,3.1,2.62
03/03/13,Sociedad,Betis,D,1.75,3.6,4.75,1.85,3.3,4.5
04/03/13,Sevilla,Celta,H,1.44,4.2,7.5,1.5,4,7
08/03/13,Betis,Osasuna,H,1.91,3.4,4,1.85,3.4,4.33
09/03/13,Barcelona,La Coruna,H,1.11,9,19,1.14,7,21
09/03/13,Mallorca,Sevilla,H,3.1,3.3,2.3,3.1,3.1,2.4
09/03/13,Valladolid,Malaga,D,2.38,3.25,3,2.4,3.1,3.1
09/03/13,Vallecano,Espanol,H,1.91,3.4,4,1.95,3.3,4
10/03/13,Ath Bilbao,Valencia,H,2.5,3.4,2.7,2.62,3.1,2.8
10/03/13,Ath Madrid,Sociedad,A,1.5,4.33,6,1.57,3.5,7
10/03/13,Celta,Real Madrid,A,6.5,4.5,1.45,8,4,1.44
10/03/13,Levante,Getafe,D,2.1,3.4,3.5,2.25,3.1,3.4
11/03/13,Zaragoza,Granada,D,2.1,3.25,3.6,2.15,3.2,3.5
15/03/13,La Coruna,Celta,H,2.25,3.4,3.1,2.3,3.3,3.1
16/03/13,Getafe,Ath Bilbao,H,2.3,3.4,3,2.4,3.1,3.1
16/03/13,Real Madrid,Mallorca,H,1.13,9,17,1.14,7,21
16/03/13,Sociedad,Valladolid,H,1.62,3.8,5.5,1.67,3.4,6
16/03/13,Valencia,Betis,H,1.62,3.8,5.5,1.67,3.4,6
17/03/13,Barcelona,Vallecano,H,1.11,9,21,1.14,7,21
17/03/13,Granada,Levante,D,1.91,3.3,4.2,2,3.1,4.2
17/03/13,Malaga,Espanol,A,1.91,3.3,4.2,2,3.1,4.2
17/03/13,Osasuna,Ath Madrid,A,3.4,3.3,2.15,3.5,3.1,2.2
17/03/13,Sevilla,Zaragoza,H,1.4,4.5,8,1.44,4,8
30/03/13,Celta,Barcelona,D,8,5,1.36,8,4.5,1.4
30/03/13,Levante,Sevilla,H,3.4,3.2,2.2,3.4,3.25,2.15
30/03/13,Vallecano,Malaga,A,1.85,3.4,4.33,1.91,3.4,4
30/03/13,Zaragoza,Real Madrid,D,7.5,4.75,1.4,8,4,1.44
31/03/13,Ath Madrid,Valencia,D,1.73,3.6,4.75,1.8,3.5,4.5
31/03/13,Espanol,Sociedad,D,2.7,3.3,2.6,2.7,3.1,2.7
31/03/13,Mallorca,La Coruna,A,1.91,3.5,4,2,3.4,3.75
31/03/13,Valladolid,Osasuna,A,2.1,3.2,3.6,2.25,3.2,3.25
01/04/13,Ath Bilbao,Granada,H,1.73,3.6,4.75,1.75,3.6,4.75
01/04/13,Betis,Getafe,D,1.83,3.6,4.2,1.85,3.4,4.33
05/04/13,Granada,Betis,A,2.3,3.3,3.1,2.3,3.4,3
06/04/13,Barcelona,Mallorca,H,1.17,7,15,1.22,5.5,15
06/04/13,La Coruna,Zaragoza,H,1.95,3.5,3.75,2,3.3,3.8
06/04/13,Real Madrid,Levante,H,1.14,8,15,1.14,7.5,17
06/04/13,Sociedad,Malaga,H,1.67,3.75,5,1.7,3.4,5.5
07/04/13,Celta,Vallecano,A,2,3.5,3.6,2.1,3.3,3.5
07/04/13,Getafe,Ath Madrid,D,3.6,3.5,2,3.5,3.3,2.1
07/04/13,Osasuna,Espanol,A,2,3.3,3.8,2.05,3.1,4
07/04/13,Valencia,Valladolid,H,1.4,4.33,8.5,1.44,4,8
08/04/13,Sevilla,Ath Bilbao,H,1.57,3.8,6,1.62,3.6,6
12/04/13,Betis,Sevilla,D,2.5,3.4,2.7,2.5,3.4,2.75
13/04/13,Espanol,Valencia,D,3.1,3.3,2.3,3.1,3.1,2.4
13/04/13,Levante,La Coruna,A,2.2,3.3,3.3,2.25,3.2,3.3
13/04/13,Malaga,Osasuna,H,2,3.4,3.75,2.05,3.2,3.8
13/04/13,Valladolid,Getafe,H,2.3,3.2,3.2,2.4,3.1,3.1
14/04/13,Ath Bilbao,Real Madrid,A,7,4.5,1.44,6,4,1.53
14/04/13,Ath Madrid,Granada,H,1.36,4.75,8.5,1.36,4.5,9
14/04/13,Vallecano,Sociedad,A,2.5,3.4,2.7,2.6,3.2,2.75
14/04/13,Zaragoza,Barcelona,A,7.5,4.75,1.4,7,4.33,1.44
15/04/13,Mallorca,Celta,H,2.05,3.4,3.5,2.1,3.3,3.5
19/04/13,Mallorca,Vallecano,D,2.2,3.5,3.1,2.25,3.4,3.1
20/04/13,Barcelona,Levante,H,1.2,6.5,13,1.22,6,13
20/04/13,Granada,Valladolid,D,2.1,3.25,3.6,2.2,3.3,3.3
20/04/13,Real Madrid,Betis,H,1.25,6,10,1.3,5,11
20/04/13,Valencia,Malaga,H,1.57,3.8,6,1.67,3.4,6
21/04/13,Getafe,Espanol,A,2.2,3.2,3.4,2.3,3.1,3.3
21/04/13,La Coruna,Ath Bilbao,D,2.1,3.4,3.4,2.15,3.3,3.4
21/04/13,Osasuna,Sociedad,D,2.88,3.3,2.4,3.1,3.1,2.4
21/04/13,Sevilla,Ath Madrid,A,2.4,3.3,2.88,2.5,3.2,2.8
22/04/13,Celta,Zaragoza,H,2,3.3,3.8,2,3.3,3.8
26/04/13,Vallecano,Osasuna,D,1.75,3.5,4.75,1.8,3.6,4.33
27/04/13,Ath Bilbao,Barcelona,D,4.75,4,1.67,5,3.5,1.73
27/04/13,Ath Madrid,Real Madrid,A,2.63,3.5,2.5,2.7,3.1,2.7
27/04/13,Levante,Celta,A,2.05,3.3,3.6,2.2,3.3,3.3
27/04/13,Zaragoza,Mallorca,H,2.1,3.3,3.5,2.25,3.1,3.4
28/04/13,Espanol,Granada,A,1.95,3.5,3.8,2,3.3,3.8
28/04/13,Malaga,Getafe,H,1.67,3.75,5,1.67,3.5,5.5
28/04/13,Sociedad,Valencia,H,2.25,3.4,3.1,2.3,3.3,3.1
28/04/13,Valladolid,Sevilla,D,3,3.4,2.3,3,3.2,2.4
29/04/13,Betis,La Coruna,D,1.91,3.6,3.8,2,3.3,3.8
03/05/13,Celta,Ath Bilbao,D,2.4,3.4,2.8,2.3,3.4,3
04/05/13,Granada,Malaga,H,2.5,3.3,2.8,2.5,3,3
04/05/13,La Coruna,Ath Madrid,D,3.4,3.4,2.1,3.75,3,2.15
04/05/13,Real Madrid,Valladolid,H,1.18,7,13,1.17,6.5,21
04/05/13,Valencia,Osasuna,H,1.4,4.5,7.5,1.44,4.2,7.5
05/05/13,Barcelona,Betis,H,1.2,7,12,1.25,5.5,12
05/05/13,Mallorca,Levante,D,1.75,3.5,4.75,1.73,3.75,4.5
05/05/13,Sevilla,Espanol,H,1.57,3.8,6,1.6,3.6,6
05/05/13,Zaragoza,Vallecano,H,2,3.5,3.6,2.15,3.1,3.6
06/05/13,Getafe,Sociedad,H,3.4,3.5,2.05,3.75,3.25,2.05
08/05/13,Celta,Ath Madrid,A,3.4,3.2,2.2,3.3,3.2,2.25
08/05/13,Real Madrid,Malaga,H,1.2,6.5,12,1.2,6,15
10/05/13,Levante,Zaragoza,D,2.75,3.3,2.55,2.88,3.2,2.5
11/05/13,Ath Bilbao,Mallorca,H,1.8,3.6,4.33,1.83,3.6,4.2
11/05/13,Espanol,Real Madrid,D,6,4.33,1.5,6,4,1.53
11/05/13,Osasuna,Getafe,H,1.85,3.4,4.33,1.91,3.5,4
11/05/13,Valladolid,La Coruna,H,2.5,3.3,2.8,2.5,3.2,2.8
12/05/13,Ath Madrid,Barcelona,A,4,3.5,1.91,3.8,3.5,1.95
12/05/13,Betis,Celta,H,1.91,3.5,4,1.91,3.6,3.75
12/05/13,Malaga,Sevilla,D,2.63,3.3,2.63,2.7,3.1,2.7
12/05/13,Vallecano,Valencia,A,3.6,3.3,2.05,3.6,3.3,2.05
13/05/13,Sociedad,Granada,D,1.44,4.33,7,1.44,4.4,7
18/05/13,Getafe,Valencia,A,4.5,3.75,1.75,4.33,3.6,1.8
18/05/13,Granada,Osasuna,H,2.1,3.2,3.6,2.15,3,3.8
18/05/13,Sevilla,Sociedad,A,1.91,3.6,3.75,1.91,3.8,3.6
19/05/13,Barcelona,Valladolid,H,1.29,5.5,10,1.3,5,10
19/05/13,La Coruna,Espanol,H,1.57,4,5.5,1.62,3.8,5.5
19/05/13,Levante,Vallecano,A,2.5,3.3,2.75,2.62,3.1,2.8
19/05/13,Zaragoza,Ath Bilbao,A,1.85,3.5,4.2,1.91,3.5,4
20/05/13,Mallorca,Betis,H,2.5,3.4,2.7,2.62,3.2,2.7
26/05/13,Ath Bilbao,Levante,A,1.45,4.33,7,1.44,4.33,7
26/05/13,Ath Madrid,Mallorca,D,1.62,4.1,5,1.67,3.75,5
26/05/13,Betis,Zaragoza,H,2,3.5,3.6,2.05,3.3,3.6
26/05/13,Espanol,Barcelona,A,5.5,4.1,1.57,5.5,3.75,1.62
26/05/13,Getafe,Vallecano,A,2.1,3.5,3.3,2.15,3.4,3.3
26/05/13,Malaga,La Coruna,H,2.38,3.4,2.88,2.4,3.4,2.8
26/05/13,Osasuna,Sevilla,H,2.38,3.4,2.88,2.5,3.2,2.8
26/05/13,Sociedad,Real Madrid,D,2.5,3.6,2.6,2.5,3.5,2.62
26/05/13,Valencia,Granada,H,1.25,6,11,1.25,5.5,12
26/05/13,Valladolid,Celta,A,3,3.4,2.3,2.8,3.2,2.5
01/06/13,Barcelona,Malaga,H,1.25,6,10,1.29,5.5,10
01/06/13,Celta,Espanol,H,1.44,4.5,6.5,1.44,4.33,7
01/06/13,Granada,Getafe,H,1.95,3.6,3.6,2.05,3.4,3.5
01/06/13,La Coruna,Sociedad,A,2.6,3.5,2.6,2.6,3.4,2.6
01/06/13,Levante,Betis,D,3.2,3.4,2.2,3.2,3.4,2.2
01/06/13,Mallorca,Valladolid,H,1.5,4.33,6,1.5,4,6.5
01/06/13,Real Madrid,Osasuna,H,1.25,6,10,1.25,5.5,11
01/06/13,Sevilla,Valencia,H,3.3,3.5,2.1,3.25,3.4,2.15
01/06/13,Vallecano,Ath Bilbao,D,2.05,3.6,3.4,2.1,3.4,3.4
01/06/13,Zaragoza,Ath Madrid,A,2.2,3.5,3.1,2.2,3.5,3.1
27/08/11,Granada,Betis,A,2.3,3.4,3,2.3,3.3,3.1
27/08/11,Sp Gijon,Sociedad,A,2.05,3.25,3.75,2.1,3.2,3.6
27/08/11,Valencia,Santander,H,1.4,4.33,8,1.44,4,8
28/08/11,Ath Bilbao,Vallecano,D,1.57,3.75,6,1.6,3.6,6
28/08/11,Ath Madrid,Osasuna,D,1.53,3.8,6.5,1.57,3.75,6
28/08/11,Getafe,Levante,D,1.8,3.5,4.5,1.8,3.5,4.5
28/08/11,Mallorca,Espanol,H,2,3.4,3.75,2,3.2,4
28/08/11,Sevilla,Malaga,H,2.1,3.4,3.4,2.1,3.2,3.6
28/08/11,Zaragoza,Real Madrid,A,8.5,5,1.33,10,5,1.3
29/08/11,Barcelona,Villarreal,H,1.25,5.75,11,1.25,5.5,12
10/09/11,Real Madrid,Getafe,H,1.08,10,26,1.1,9.5,19
10/09/11,Sociedad,Barcelona,D,15,7,1.17,13,7.5,1.17
10/09/11,Valencia,Ath Madrid,H,1.91,3.6,3.75,1.91,3.4,4
10/09/11,Villarreal,Sevilla,D,2.1,3.4,3.4,2.15,3.25,3.4
11/09/11,Betis,Mallorca,H,1.91,3.4,4,1.91,3.4,4
11/09/11,Espanol,Ath Bilbao,H,2.4,3.3,2.9,2.4,3.25,2.95
11/09/11,Osasuna,Sp Gijon,H,1.91,3.4,4,1.91,3.25,4.4
11/09/11,Santander,Levante,D,2.1,3.3,3.5,2.15,3.25,3.4
11/09/11,Vallecano,Zaragoza,D,2.2,3.2,3.4,2.25,3.25,3.2
12/09/11,Malaga,Granada,H,1.4,4.33,8.5,1.44,4.2,7.5
17/09/11,Barcelona,Osasuna,H,1.08,10,26,1.1,9,21
17/09/11,Granada,Villarreal,H,3.3,3.3,2.2,3.3,3.3,2.2
17/09/11,Mallorca,Malaga,A,3.1,3.4,2.25,3.2,3.2,2.3
17/09/11,Sevilla,Sociedad,H,1.53,4,6,1.57,3.8,6
17/09/11,Sp Gijon,Valencia,A,3.3,3.3,2.2,3.3,3.3,2.2
18/09/11,Ath Bilbao,Betis,A,2,3.4,3.75,2.1,3.2,3.6
18/09/11,Ath Madrid,Santander,H,1.44,4.2,7.5,1.44,4,8
18/09/11,Getafe,Vallecano,A,1.95,3.5,3.8,1.95,3.3,4
18/09/11,Levante,Real Madrid,H,13,6.5,1.2,11,6.5,1.22
18/09/11,Zaragoza,Espanol,H,2.1,3.2,3.6,2.2,3.3,3.3
20/09/11,Osasuna,Sevilla,D,2.63,3.3,2.63,2.7,3.1,2.7
20/09/11,Sociedad,Granada,H,2,3.4,3.75,1.91,3.3,4.2
20/09/11,Villarreal,Mallorca,H,1.62,3.75,5.5,1.67,3.6,5.5
21/09/11,Ath Madrid,Sp Gijon,H,1.4,4.5,7.5,1.44,4,8
21/09/11,Malaga,Ath Bilbao,H,1.62,3.75,5.5,1.62,3.75,5.5
21/09/11,Santander,Real Madrid,D,13,6.5,1.2,13,6,1.22
21/09/11,Valencia,Barcelona,D,7.5,4.5,1.4,7,4.8,1.4
21/09/11,Vallecano,Levante,A,2.1,3.25,3.5,2.1,3.2,3.6
22/09/11,Betis,Zaragoza,H,1.67,3.6,5.25,1.67,3.5,5.5
22/09/11,Espanol,Getafe,H,2.1,3.25,3.5,2.1,3.2,3.6
24/09/11,Ath Bilbao,Villarreal,D,2.2,3.25,3.3,2.2,3.3,3.2
24/09/11,Barcelona,Ath Madrid,H,1.2,6.5,13,1.22,6.5,11
24/09/11,Real Madrid,Vallecano,H,1.1,9,21,1.1,8.5,26
24/09/11,Sevilla,Valencia,H,2.3,3.25,3.1,2.3,3.2,3.2
25/09/11,Granada,Osasuna,D,2.25,3.25,3.2,2.3,3.2,3.2
25/09/11,Levante,Espanol,H,2.2,3.25,3.3,2.1,3.2,3.6
25/09/11,Mallorca,Sociedad,H,2.1,3.3,3.5,2.2,3.2,3.3
25/09/11,Sp Gijon,Santander,D,2.05,3.3,3.6,2.1,3.2,3.6
25/09/11,Zaragoza,Malaga,D,3.2,3.4,2.2,3.3,3.2,2.2
26/09/11,Getafe,Betis,H,2.5,3.25,2.8,2.5,3.2,2.8
01/10/11,Malaga,Getafe,H,1.57,4,5.5,1.53,3.8,6.5
01/10/11,Osasuna,Mallorca,D,1.83,3.5,4.33,1.8,3.4,4.75
01/10/11,Santander,Vallecano,D,2.2,3.3,3.25,2.15,3.25,3.4
01/10/11,Valencia,Granada,H,1.33,4.5,11,1.33,4.75,9.5
01/10/11,Villarreal,Zaragoza,D,1.62,3.8,5.5,1.57,3.75,6
02/10/11,Ath Madrid,Sevilla,D,1.91,3.6,3.75,1.95,3.75,3.6
02/10/11,Betis,Levante,A,1.73,3.6,4.75,1.8,3.5,4.5
02/10/11,Espanol,Real Madrid,A,10,6,1.25,10,5.25,1.29
02/10/11,Sociedad,Ath Bilbao,A,2.4,3.2,3,2.5,3.25,2.8
02/10/11,Sp Gijon,Barcelona,A,13,7.5,1.17,13,7,1.18
15/10/11,Barcelona,Santander,H,1.06,12,26,1.08,9.5,26
15/10/11,Getafe,Villarreal,D,2.25,3.5,3,2.4,3.25,2.9
15/10/11,Granada,Ath Madrid,D,3.5,3.3,2.1,3.4,3.3,2.15
15/10/11,Mallorca,Valencia,D,3,3.4,2.3,3.2,3.25,2.25
15/10/11,Real Madrid,Betis,H,1.14,8,16,1.12,8,19
16/10/11,Levante,Malaga,H,2.9,3.25,2.4,3,3.25,2.35
16/10/11,Sevilla,Sp Gijon,H,1.36,4.75,8.5,1.36,4.5,9
16/10/11,Vallecano,Espanol,A,2.2,3.2,3.4,2.25,3.25,3.2
16/10/11,Zaragoza,Sociedad,H,2,3.3,3.8,2,3.3,3.75
17/10/11,Ath Bilbao,Osasuna,H,1.83,3.5,4.33,1.83,3.5,4.33
22/10/11,Barcelona,Sevilla,D,1.17,7.5,13,1.17,7.5,13
22/10/11,Malaga,Real Madrid,A,7.5,4.5,1.4,7,4.33,1.44
22/10/11,Santander,Espanol,A,2.5,3.2,2.88,2.6,3,2.9
22/10/11,Sp Gijon,Granada,H,2,3.3,3.75,2,3.3,3.75
23/10/11,Ath Madrid,Mallorca,D,1.44,4.2,7.5,1.44,4.2,7.5
23/10/11,Betis,Vallecano,A,1.73,3.6,4.75,1.73,3.5,5
23/10/11,Osasuna,Zaragoza,H,1.91,3.4,4,1.91,3.4,4
23/10/11,Sociedad,Getafe,D,2.3,3.2,3.2,2.25,3.2,3.3
23/10/11,Valencia,Ath Bilbao,D,1.67,3.75,5,1.67,3.75,5
23/10/11,Villarreal,Levante,A,1.91,3.3,4.2,1.91,3.3,4.2
25/10/11,Granada,Barcelona,A,23,9,1.1,23,7,1.14
25/10/11,Sevilla,Santander,D,1.4,4.5,7.5,1.4,4.5,8
26/10/11,Getafe,Osasuna,D,1.95,3.3,4,1.95,3.3,4
26/10/11,Levante,Sociedad,H,1.73,3.5,5,1.75,3.4,5
26/10/11,Mallorca,Sp Gijon,A,2,3.3,3.8,2,3.3,3.8
26/10/11,Real Madrid,Villarreal,H,1.13,8,21,1.14,7,23
26/10/11,Vallecano,Malaga,H,2.9,3.3,2.4,2.88,3.2,2.5
26/10/11,Zaragoza,Valencia,A,3.3,3.3,2.2,3.3,3.2,2.25
27/10/11,Ath Bilbao,Ath Madrid,H,2.38,3.4,2.88,2.4,3.3,2.88
27/10/11,Espanol,Betis,H,2.2,3.3,3.3,2.2,3.2,3.4
29/10/11,Barcelona,Mallorca,H,1.06,11,34,1.1,8,34
29/10/11,Sociedad,Real Madrid,A,15,7,1.17,15,5.5,1.22
29/10/11,Valencia,Getafe,H,1.44,4.33,7,1.53,3.75,7
29/10/11,Villarreal,Vallecano,H,2,3.4,3.75,2.1,3.2,3.6
30/10/11,Ath Madrid,Zaragoza,H,1.4,4.5,8,1.44,4,8
30/10/11,Malaga,Espanol,H,1.73,3.5,5,1.83,3.2,5
30/10/11,Osasuna,Levante,H,2.3,3.2,3.2,2.4,3.1,3.1
30/10/11,Santander,Betis,H,2.6,3.2,2.75,2.5,3.2,2.8
